Season,Scenario,Team,Matches To 50% Mark,Games In Progression,Outcome,Profit/Loss (Units),Max Capital Needed (Units)
2019-2020,Lowest Draw %,Paris SG,13,6,Win,4.0,8
2019-2020,Lowest Draw %,Nice,14,4,Win,2.0,3
2019-2020,Lowest Draw %,Nantes,14,10,Win,22.0,55
2019-2020,Longest Unbeaten Streak,St Etienne,14,12,Win,56.0,144
2019-2020,Longest Unbeaten Streak,Angers,14,4,Win,2.0,3
2019-2020,Longest Unbeaten Streak,Montpellier,14,2,Win,1.0,1
2019-2020,Highest Loss %,Toulouse,14,8,Win,9.0,21
2019-2020,Highest Loss %,Dijon,14,2,Win,1.0,1
2019-2020,Highest Loss %,Nice,14,4,Win,2.0,3
2019-2020,Highest Win %,Paris SG,13,6,Win,4.0,8
2019-2020,Highest Win %,Marseille,14,4,Win,2.0,3
2019-2020,Highest Win %,Angers,14,4,Win,2.0,3
2018-2019,Lowest Draw %,Paris SG,19,11,Win,35.0,89
2018-2019,Lowest Draw %,Amiens,19,8,Win,9.0,21
2018-2019,Lowest Draw %,Marseille,19,7,Win,6.0,13
2018-2019,Longest Unbeaten Streak,Paris SG,19,11,Win,35.0,89
2018-2019,Longest Unbeaten Streak,Rennes,19,2,Win,1.0,1
2018-2019,Longest Unbeaten Streak,Reims,19,1,Win,2.0,1
2018-2019,Highest Loss %,Guingamp,19,6,Win,4.0,8
2018-2019,Highest Loss %,Monaco,19,1,Win,2.0,1
2018-2019,Highest Loss %,Amiens,19,8,Win,9.0,21
2018-2019,Highest Win %,Paris SG,19,11,Win,35.0,89
2018-2019,Highest Win %,Lille,19,6,Win,4.0,8
2018-2019,Highest Win %,Lyon,19,1,Win,2.0,1
2017-2018,Lowest Draw %,Monaco,19,1,Win,2.0,1
2017-2018,Lowest Draw %,Metz,19,1,Win,2.0,1
2017-2018,Lowest Draw %,Paris SG,19,13,Win,90.0,233
2017-2018,Longest Unbeaten Streak,Nice,19,2,Win,1.0,1
2017-2018,Longest Unbeaten Streak,Guingamp,19,6,Win,4.0,8
2017-2018,Longest Unbeaten Streak,Monaco,19,1,Win,2.0,1
2017-2018,Highest Loss %,Metz,19,1,Win,2.0,1
2017-2018,Highest Loss %,Toulouse,19,2,Win,1.0,1
2017-2018,Highest Loss %,Amiens,19,2,Win,1.0,1
2017-2018,Highest Win %,Paris SG,19,13,Win,90.0,233
2017-2018,Highest Win %,Monaco,19,1,Win,2.0,1
2017-2018,Highest Win %,Lyon,19,1,Win,2.0,1
2016-2017,Lowest Draw %,Lyon,19,8,Win,9.0,21
2016-2017,Lowest Draw %,Paris SG,19,3,Win,2.0,2
2016-2017,Lowest Draw %,Caen,19,2,Win,1.0,1
2016-2017,Longest Unbeaten Streak,Nice,19,1,Win,2.0,1
2016-2017,Longest Unbeaten Streak,Marseille,19,11,Win,35.0,89
2016-2017,Longest Unbeaten Streak,Nancy,19,8,Win,9.0,21
2016-2017,Highest Loss %,Lorient,19,5,Win,3.0,5
2016-2017,Highest Loss %,Angers,19,1,Win,2.0,1
2016-2017,Highest Loss %,Caen,19,2,Win,1.0,1
2016-2017,Highest Win %,Monaco,19,3,Win,2.0,2
2016-2017,Highest Win %,Nice,19,1,Win,2.0,1
2016-2017,Highest Win %,Paris SG,19,3,Win,2.0,2
2015-2016,Lowest Draw %,St Etienne,19,3,Win,2.0,2
2015-2016,Lowest Draw %,Paris SG,19,7,Win,6.0,13
2015-2016,Lowest Draw %,Caen,19,10,Win,22.0,55
2015-2016,Longest Unbeaten Streak,Paris SG,19,7,Win,6.0,13
2015-2016,Longest Unbeaten Streak,Ajaccio GFCO,19,1,Win,2.0,1
2015-2016,Longest Unbeaten Streak,Marseille,19,1,Win,2.0,1
2015-2016,Highest Loss %,Troyes,19,19,Win,1598.0,4181
2015-2016,Highest Loss %,Guingamp,19,1,Win,2.0,1
2015-2016,Highest Loss %,Bastia,19,9,Win,14.0,34
2015-2016,Highest Win %,Paris SG,19,7,Win,6.0,13
2015-2016,Highest Win %,Caen,19,10,Win,22.0,55
2015-2016,Highest Win %,St Etienne,19,3,Win,2.0,2
2014-2015,Lowest Draw %,Guingamp,19,4,Win,2.0,3
2014-2015,Lowest Draw %,Evian Thonon Gaillard,19,1,Win,2.0,1
2014-2015,Lowest Draw %,Marseille,19,5,Win,3.0,5
2014-2015,Longest Unbeaten Streak,St Etienne,19,2,Win,1.0,1
2014-2015,Longest Unbeaten Streak,Monaco,19,1,Win,2.0,1
2014-2015,Longest Unbeaten Streak,Guingamp,19,4,Win,2.0,3
2014-2015,Highest Loss %,Evian Thonon Gaillard,19,1,Win,2.0,1
2014-2015,Highest Loss %,Guingamp,19,4,Win,2.0,3
2014-2015,Highest Loss %,Lorient,19,4,Win,2.0,3
2014-2015,Highest Win %,Marseille,19,5,Win,3.0,5
2014-2015,Highest Win %,Lyon,19,4,Win,2.0,3
2014-2015,Highest Win %,St Etienne,19,2,Win,1.0,1
2013-2014,Lowest Draw %,Nantes,19,3,Win,2.0,2
2013-2014,Lowest Draw %,Nice,19,1,Win,2.0,1
2013-2014,Lowest Draw %,Lorient,19,3,Win,2.0,2
2013-2014,Longest Unbeaten Streak,Lorient,19,3,Win,2.0,2
2013-2014,Longest Unbeaten Streak,Bordeaux,19,10,Win,22.0,55
2013-2014,Longest Unbeaten Streak,Toulouse,19,3,Win,2.0,2
2013-2014,Highest Loss %,Ajaccio,19,3,Win,2.0,2
2013-2014,Highest Loss %,Sochaux,19,3,Win,2.0,2
2013-2014,Highest Loss %,Valenciennes,19,2,Win,1.0,1
2013-2014,Highest Win %,Paris SG,19,3,Win,2.0,2
2013-2014,Highest Win %,Monaco,19,1,Win,2.0,1
2013-2014,Highest Win %,Lille,19,3,Win,2.0,2
2012-2013,Lowest Draw %,Rennes,19,3,Win,2.0,2
2012-2013,Lowest Draw %,Marseille,19,3,Win,2.0,2
2012-2013,Lowest Draw %,Brest,19,6,Win,4.0,8
2012-2013,Longest Unbeaten Streak,Bordeaux,19,10,Win,22.0,55
2012-2013,Longest Unbeaten Streak,Lorient,19,4,Win,2.0,3
2012-2013,Longest Unbeaten Streak,Lille,19,1,Win,2.0,1
2012-2013,Highest Loss %,Sochaux,19,5,Win,3.0,5
2012-2013,Highest Loss %,Evian Thonon Gaillard,19,2,Win,1.0,1
2012-2013,Highest Loss %,Nancy,19,1,Win,2.0,1
2012-2013,Highest Win %,Marseille,19,3,Win,2.0,2
2012-2013,Highest Win %,Lyon,19,2,Win,1.0,1
2012-2013,Highest Win %,Paris SG,19,1,Win,2.0,1
2011-2012,Lowest Draw %,Lyon,19,3,Win,2.0,2
2011-2012,Lowest Draw %,Montpellier,19,5,Win,3.0,5
2011-2012,Lowest Draw %,Paris SG,19,4,Win,2.0,3
2011-2012,Longest Unbeaten Streak,Lille,19,6,Win,4.0,8
2011-2012,Longest Unbeaten Streak,Marseille,19,3,Win,2.0,2
2011-2012,Longest Unbeaten Streak,Brest,19,4,Win,2.0,3
2011-2012,Highest Loss %,Ajaccio,19,3,Win,2.0,2
2011-2012,Highest Loss %,Dijon,19,4,Win,2.0,3
2011-2012,Highest Loss %,Caen,19,4,Win,2.0,3
2011-2012,Highest Win %,Paris SG,19,4,Win,2.0,3
2011-2012,Highest Win %,Montpellier,19,5,Win,3.0,5
2011-2012,Highest Win %,Lyon,19,3,Win,2.0,2
2010-2011,Lowest Draw %,Toulouse,19,9,Win,14.0,34
2010-2011,Lowest Draw %,Lorient,19,6,Win,4.0,8
2010-2011,Lowest Draw %,Sochaux,19,6,Win,4.0,8
2010-2011,Longest Unbeaten Streak,Lyon,19,3,Win,2.0,2
2010-2011,Longest Unbeaten Streak,Lille,19,3,Win,2.0,2
2010-2011,Longest Unbeaten Streak,Bordeaux,19,3,Win,2.0,2
2010-2011,Highest Loss %,Arles,19,4,Win,2.0,3
2010-2011,Highest Loss %,Lorient,19,6,Win,4.0,8
2010-2011,Highest Loss %,Nancy,19,7,Win,6.0,13
2010-2011,Highest Win %,Lille,19,3,Win,2.0,2
2010-2011,Highest Win %,Paris SG,19,4,Win,2.0,3
2010-2011,Highest Win %,Lyon,19,3,Win,2.0,2
2009-2010,Lowest Draw %,Bordeaux,19,1,Win,2.0,1
2009-2010,Lowest Draw %,Sochaux,19,2,Win,1.0,1
2009-2010,Lowest Draw %,Nancy,19,2,Win,1.0,1
2009-2010,Longest Unbeaten Streak,Lille,19,4,Win,2.0,3
2009-2010,Longest Unbeaten Streak,Bordeaux,19,1,Win,2.0,1
2009-2010,Longest Unbeaten Streak,Auxerre,19,1,Win,2.0,1
2009-2010,Highest Loss %,Grenoble,19,8,Win,9.0,21
2009-2010,Highest Loss %,St Etienne,19,2,Win,1.0,1
2009-2010,Highest Loss %,Boulogne,19,1,Win,2.0,1
2009-2010,Highest Win %,Bordeaux,19,1,Win,2.0,1
2009-2010,Highest Win %,Montpellier,19,8,Win,9.0,21
2009-2010,Highest Win %,Lille,19,4,Win,2.0,3
2008-2009,Lowest Draw %,St Etienne,19,2,Win,1.0,1
2008-2009,Lowest Draw %,Le Mans,19,1,Win,2.0,1
2008-2009,Lowest Draw %,Paris SG,19,6,Win,4.0,8
2008-2009,Longest Unbeaten Streak,Rennes,19,3,Win,2.0,2
2008-2009,Longest Unbeaten Streak,Lille,19,2,Win,1.0,1
2008-2009,Longest Unbeaten Streak,Bordeaux,19,3,Win,2.0,2
2008-2009,Highest Loss %,Le Havre,19,17,Win,611.0,1597
2008-2009,Highest Loss %,St Etienne,19,2,Win,1.0,1
2008-2009,Highest Loss %,Valenciennes,19,1,Win,2.0,1
2008-2009,Highest Win %,Lyon,19,1,Win,2.0,1
2008-2009,Highest Win %,Bordeaux,19,3,Win,2.0,2
2008-2009,Highest Win %,Paris SG,19,6,Win,4.0,8
2007-2008,Lowest Draw %,Auxerre,19,2,Win,1.0,1
2007-2008,Lowest Draw %,Le Mans,19,5,Win,3.0,5
2007-2008,Lowest Draw %,Lyon,19,4,Win,2.0,3
2007-2008,Longest Unbeaten Streak,Nice,19,3,Win,2.0,2
2007-2008,Longest Unbeaten Streak,Lorient,19,8,Win,9.0,21
2007-2008,Longest Unbeaten Streak,Marseille,19,3,Win,2.0,2
2007-2008,Highest Loss %,Metz,19,1,Win,2.0,1
2007-2008,Highest Loss %,Auxerre,19,2,Win,1.0,1
2007-2008,Highest Loss %,Lens,19,3,Win,2.0,2
2007-2008,Highest Win %,Lyon,19,4,Win,2.0,3
2007-2008,Highest Win %,Bordeaux,19,7,Win,6.0,13
2007-2008,Highest Win %,Nancy,19,1,Win,2.0,1
2006-2007,Lowest Draw %,Lyon,19,3,Win,2.0,2
2006-2007,Lowest Draw %,Bordeaux,19,1,Win,2.0,1
2006-2007,Lowest Draw %,Toulouse,19,1,Win,2.0,1
2006-2007,Longest Unbeaten Streak,Lyon,19,3,Win,2.0,2
2006-2007,Longest Unbeaten Streak,Troyes,19,3,Win,2.0,2
2006-2007,Longest Unbeaten Streak,Rennes,19,4,Win,2.0,3
2006-2007,Highest Loss %,Valenciennes,19,2,Win,1.0,1
2006-2007,Highest Loss %,Sedan,19,1,Win,2.0,1
2006-2007,Highest Loss %,Nice,19,3,Win,2.0,2
2006-2007,Highest Win %,Lyon,19,3,Win,2.0,2
2006-2007,Highest Win %,Lens,19,1,Win,2.0,1
2006-2007,Highest Win %,Bordeaux,19,1,Win,2.0,1
2005-2006,Lowest Draw %,Rennes,19,17,Win,611.0,1597
2005-2006,Lowest Draw %,Auxerre,19,4,Win,2.0,3
2005-2006,Lowest Draw %,Nancy,19,1,Win,2.0,1
2005-2006,Longest Unbeaten Streak,Lens,19,1,Win,2.0,1
2005-2006,Longest Unbeaten Streak,Metz,19,6,Win,4.0,8
2005-2006,Longest Unbeaten Streak,Marseille,19,1,Win,2.0,1
2005-2006,Highest Loss %,Ajaccio,19,5,Win,3.0,5
2005-2006,Highest Loss %,Strasbourg,19,2,Win,1.0,1
2005-2006,Highest Loss %,Metz,19,6,Win,4.0,8
2005-2006,Highest Win %,Lyon,19,4,Win,2.0,3
2005-2006,Highest Win %,Auxerre,19,4,Win,2.0,3
2005-2006,Highest Win %,Paris SG,19,5,Win,3.0,5
2004-2005,Lowest Draw %,Bastia,19,1,Win,2.0,1
2004-2005,Lowest Draw %,Auxerre,19,6,Win,4.0,8
2004-2005,Lowest Draw %,Rennes,19,8,Win,9.0,21
2004-2005,Longest Unbeaten Streak,Lyon,19,5,Win,3.0,5
2004-2005,Longest Unbeaten Streak,Lille,19,4,Win,2.0,3
2004-2005,Longest Unbeaten Streak,Toulouse,19,2,Win,1.0,1
2004-2005,Highest Loss %,Bastia,19,1,Win,2.0,1
2004-2005,Highest Loss %,Istres,19,3,Win,2.0,2
2004-2005,Highest Loss %,Nantes,19,1,Win,2.0,1
2004-2005,Highest Win %,Lyon,19,5,Win,3.0,5
2004-2005,Highest Win %,Lille,19,4,Win,2.0,3
2004-2005,Highest Win %,Auxerre,19,6,Win,4.0,8
2001-2002,Lowest Draw %,Bastia,17,3,Win,2.0,2
2001-2002,Lowest Draw %,Metz,17,6,Win,4.0,8
2001-2002,Lowest Draw %,Lyon,17,3,Win,2.0,2
2001-2002,Longest Unbeaten Streak,Marseille,17,1,Win,2.0,1
2001-2002,Longest Unbeaten Streak,Montpellier,17,3,Win,2.0,2
2001-2002,Longest Unbeaten Streak,Paris SG,17,1,Win,2.0,1
2001-2002,Highest Loss %,Nantes,17,5,Win,3.0,5
2001-2002,Highest Loss %,Bastia,17,3,Win,2.0,2
2001-2002,Highest Loss %,Metz,17,6,Win,4.0,8
2001-2002,Highest Win %,Lens,17,4,Win,2.0,3
2001-2002,Highest Win %,Lyon,17,3,Win,2.0,2
2001-2002,Highest Win %,Auxerre,17,1,Win,2.0,1
