Season,Scenario,Team,Matches To 50% Mark,Games In Progression,Outcome,Profit/Loss (Units),Max Capital Needed (Units)
2017-2018,Lowest Draw %,Rangers,19,3,Win,2.0,2
2017-2018,Lowest Draw %,Motherwell,19,4,Win,2.0,3
2017-2018,Longest Unbeaten Streak,Hearts,19,1,Win,2.0,1
2017-2018,Longest Unbeaten Streak,Kilmarnock,19,2,Win,1.0,1
2017-2018,Longest Unbeaten Streak,Aberdeen,19,3,Win,2.0,2
2017-2018,Highest Loss %,Ross County,19,2,Win,1.0,1
2017-2018,Highest Loss %,Dundee,19,1,Win,2.0,1
2017-2018,Highest Loss %,Partick,19,6,Win,4.0,8
2017-2018,Highest Win %,Celtic,19,3,Win,2.0,2
2017-2018,Highest Win %,Aberdeen,19,3,Win,2.0,2
2017-2018,Highest Win %,Rangers,19,3,Win,2.0,2
2016-2017,Lowest Draw %,Celtic,19,9,Win,14.0,34
2016-2017,Lowest Draw %,Dundee,19,4,Win,2.0,3
2016-2017,Lowest Draw %,Aberdeen,19,19,Loss,-10945.0,4181
2016-2017,Longest Unbeaten Streak,Celtic,19,9,Win,14.0,34
2016-2017,Longest Unbeaten Streak,St Johnstone,19,19,Loss,-10945.0,4181
2016-2017,Longest Unbeaten Streak,Rangers,19,1,Win,2.0,1
2016-2017,Highest Loss %,Dundee,19,4,Win,2.0,3
2016-2017,Highest Loss %,Motherwell,19,1,Win,2.0,1
2016-2017,Highest Loss %,Inverness C,19,3,Win,2.0,2
2016-2017,Highest Win %,Celtic,19,9,Win,14.0,34
2016-2017,Highest Win %,Rangers,19,1,Win,2.0,1
2016-2017,Highest Win %,Aberdeen,19,19,Loss,-10945.0,4181
2015-2016,Lowest Draw %,Aberdeen,19,1,Win,2.0,1
2015-2016,Lowest Draw %,Ross County,19,11,Win,35.0,89
2015-2016,Lowest Draw %,Motherwell,19,1,Win,2.0,1
2015-2016,Longest Unbeaten Streak,Partick,19,3,Win,2.0,2
2015-2016,Longest Unbeaten Streak,Aberdeen,19,1,Win,2.0,1
2015-2016,Longest Unbeaten Streak,Motherwell,19,1,Win,2.0,1
2015-2016,Highest Loss %,Dundee United,19,5,Win,3.0,5
2015-2016,Highest Loss %,Kilmarnock,19,3,Win,2.0,2
2015-2016,Highest Loss %,Ross County,19,11,Win,35.0,89
2015-2016,Highest Win %,Celtic,19,8,Win,9.0,21
2015-2016,Highest Win %,Aberdeen,19,1,Win,2.0,1
2015-2016,Highest Win %,Hearts,19,2,Win,1.0,1
2014-2015,Lowest Draw %,Aberdeen,19,3,Win,2.0,2
2014-2015,Lowest Draw %,Dundee United,19,1,Win,2.0,1
2014-2015,Lowest Draw %,Inverness C,19,5,Win,3.0,5
2014-2015,Longest Unbeaten Streak,Aberdeen,19,3,Win,2.0,2
2014-2015,Longest Unbeaten Streak,Kilmarnock,19,4,Win,2.0,3
2014-2015,Longest Unbeaten Streak,Celtic,19,12,Win,56.0,144
2014-2015,Highest Loss %,St Mirren,19,4,Win,2.0,3
2014-2015,Highest Loss %,Ross County,19,1,Win,2.0,1
2014-2015,Highest Loss %,Motherwell,19,5,Win,3.0,5
2014-2015,Highest Win %,Celtic,19,12,Win,56.0,144
2014-2015,Highest Win %,Aberdeen,19,3,Win,2.0,2
2014-2015,Highest Win %,Dundee United,19,1,Win,2.0,1
2013-2014,Lowest Draw %,Motherwell,19,4,Win,2.0,3
2013-2014,Lowest Draw %,Aberdeen,19,5,Win,3.0,5
2013-2014,Lowest Draw %,Ross County,19,2,Win,1.0,1
2013-2014,Longest Unbeaten Streak,Celtic,19,13,Win,90.0,233
2013-2014,Longest Unbeaten Streak,Motherwell,19,4,Win,2.0,3
2013-2014,Longest Unbeaten Streak,Hibernian,19,2,Win,1.0,1
2013-2014,Highest Loss %,Ross County,19,2,Win,1.0,1
2013-2014,Highest Loss %,Hearts,19,4,Win,2.0,3
2013-2014,Highest Loss %,Kilmarnock,19,3,Win,2.0,2
2013-2014,Highest Win %,Celtic,19,13,Win,90.0,233
2013-2014,Highest Win %,Motherwell,19,4,Win,2.0,3
2013-2014,Highest Win %,Aberdeen,19,5,Win,3.0,5
2012-2013,Lowest Draw %,Dundee,19,3,Win,2.0,2
2012-2013,Lowest Draw %,Celtic,19,8,Win,9.0,21
2012-2013,Lowest Draw %,Hibernian,19,3,Win,2.0,2
2012-2013,Longest Unbeaten Streak,Celtic,19,8,Win,9.0,21
2012-2013,Longest Unbeaten Streak,Inverness C,19,1,Win,2.0,1
2012-2013,Longest Unbeaten Streak,Kilmarnock,19,1,Win,2.0,1
2012-2013,Highest Loss %,Dundee,19,3,Win,2.0,2
2012-2013,Highest Loss %,St Mirren,19,1,Win,2.0,1
2012-2013,Highest Loss %,Kilmarnock,19,1,Win,2.0,1
2012-2013,Highest Win %,Celtic,19,8,Win,9.0,21
2012-2013,Highest Win %,Hibernian,19,3,Win,2.0,2
2012-2013,Highest Win %,Inverness C,19,1,Win,2.0,1
2011-2012,Lowest Draw %,Celtic,19,11,Win,35.0,89
2011-2012,Lowest Draw %,Inverness C,19,2,Win,1.0,1
2011-2012,Lowest Draw %,Rangers,19,5,Win,3.0,5
2011-2012,Longest Unbeaten Streak,Celtic,19,11,Win,35.0,89
2011-2012,Longest Unbeaten Streak,Aberdeen,19,2,Win,1.0,1
2011-2012,Longest Unbeaten Streak,Rangers,19,5,Win,3.0,5
2011-2012,Highest Loss %,Inverness C,19,2,Win,1.0,1
2011-2012,Highest Loss %,Dunfermline,19,6,Win,4.0,8
2011-2012,Highest Loss %,Hibernian,19,1,Win,2.0,1
2011-2012,Highest Win %,Rangers,19,5,Win,3.0,5
2011-2012,Highest Win %,Celtic,19,11,Win,35.0,89
2011-2012,Highest Win %,Motherwell,19,3,Win,2.0,2
2010-2011,Lowest Draw %,Aberdeen,19,8,Win,9.0,21
2010-2011,Lowest Draw %,Rangers,19,15,Win,234.0,610
2010-2011,Lowest Draw %,Celtic,19,1,Win,2.0,1
2010-2011,Longest Unbeaten Streak,Hearts,19,8,Win,9.0,21
2010-2011,Longest Unbeaten Streak,Celtic,19,1,Win,2.0,1
2010-2011,Longest Unbeaten Streak,Dundee United,19,4,Win,2.0,3
2010-2011,Highest Loss %,Aberdeen,19,8,Win,9.0,21
2010-2011,Highest Loss %,Hamilton,19,1,Win,2.0,1
2010-2011,Highest Loss %,St Mirren,19,2,Win,1.0,1
2010-2011,Highest Win %,Rangers,19,15,Win,234.0,610
2010-2011,Highest Win %,Celtic,19,1,Win,2.0,1
2010-2011,Highest Win %,Hearts,19,8,Win,9.0,21
2009-2010,Lowest Draw %,Hamilton,19,1,Win,2.0,1
2009-2010,Lowest Draw %,Celtic,19,6,Win,4.0,8
2009-2010,Lowest Draw %,Kilmarnock,19,2,Win,1.0,1
2009-2010,Longest Unbeaten Streak,Rangers,19,2,Win,1.0,1
2009-2010,Longest Unbeaten Streak,Hearts,19,2,Win,1.0,1
2009-2010,Longest Unbeaten Streak,Celtic,19,6,Win,4.0,8
2009-2010,Highest Loss %,Hamilton,19,1,Win,2.0,1
2009-2010,Highest Loss %,Kilmarnock,19,2,Win,1.0,1
2009-2010,Highest Loss %,Falkirk,19,1,Win,2.0,1
2009-2010,Highest Win %,Rangers,19,2,Win,1.0,1
2009-2010,Highest Win %,Celtic,19,6,Win,4.0,8
2009-2010,Highest Win %,Hibernian,19,4,Win,2.0,3
2008-2009,Lowest Draw %,Kilmarnock,19,1,Win,2.0,1
2008-2009,Lowest Draw %,Inverness C,19,5,Win,3.0,5
2008-2009,Lowest Draw %,Motherwell,19,1,Win,2.0,1
2008-2009,Longest Unbeaten Streak,Dundee United,19,2,Win,1.0,1
2008-2009,Longest Unbeaten Streak,Aberdeen,19,4,Win,2.0,3
2008-2009,Longest Unbeaten Streak,St Mirren,19,2,Win,1.0,1
2008-2009,Highest Loss %,Inverness C,19,5,Win,3.0,5
2008-2009,Highest Loss %,Hamilton,19,11,Win,35.0,89
2008-2009,Highest Loss %,Motherwell,19,1,Win,2.0,1
2008-2009,Highest Win %,Celtic,19,2,Win,1.0,1
2008-2009,Highest Win %,Rangers,19,4,Win,2.0,3
2008-2009,Highest Win %,Hearts,19,1,Win,2.0,1
2007-2008,Lowest Draw %,Inverness C,19,5,Win,3.0,5
2007-2008,Lowest Draw %,Dundee United,19,6,Win,4.0,8
2007-2008,Lowest Draw %,Rangers,19,11,Win,35.0,89
2007-2008,Longest Unbeaten Streak,Rangers,19,11,Win,35.0,89
2007-2008,Longest Unbeaten Streak,Falkirk,19,3,Win,2.0,2
2007-2008,Longest Unbeaten Streak,Kilmarnock,19,3,Win,2.0,2
2007-2008,Highest Loss %,Gretna,19,14,Win,145.0,377
2007-2008,Highest Loss %,Inverness C,19,5,Win,3.0,5
2007-2008,Highest Loss %,St Mirren,19,4,Win,2.0,3
2007-2008,Highest Win %,Rangers,19,11,Win,35.0,89
2007-2008,Highest Win %,Celtic,19,9,Win,14.0,34
2007-2008,Highest Win %,Motherwell,19,7,Win,6.0,13
2006-2007,Lowest Draw %,Celtic,19,2,Win,1.0,1
2006-2007,Lowest Draw %,Falkirk,19,14,Win,145.0,377
2006-2007,Lowest Draw %,Motherwell,19,3,Win,2.0,2
2006-2007,Longest Unbeaten Streak,Celtic,19,2,Win,1.0,1
2006-2007,Longest Unbeaten Streak,Kilmarnock,19,3,Win,2.0,2
2006-2007,Longest Unbeaten Streak,St Mirren,19,3,Win,2.0,2
2006-2007,Highest Loss %,Dunfermline,19,1,Win,2.0,1
2006-2007,Highest Loss %,Motherwell,19,3,Win,2.0,2
2006-2007,Highest Loss %,Falkirk,19,14,Win,145.0,377
2006-2007,Highest Win %,Celtic,19,2,Win,1.0,1
2006-2007,Highest Win %,Aberdeen,19,4,Win,2.0,3
2006-2007,Highest Win %,Rangers,19,3,Win,2.0,2
2005-2006,Lowest Draw %,Hibernian,19,2,Win,1.0,1
2005-2006,Lowest Draw %,Dunfermline,19,1,Win,2.0,1
2005-2006,Lowest Draw %,Celtic,19,5,Win,3.0,5
2005-2006,Longest Unbeaten Streak,Inverness C,19,2,Win,1.0,1
2005-2006,Longest Unbeaten Streak,Rangers,19,1,Win,2.0,1
2005-2006,Longest Unbeaten Streak,Celtic,19,5,Win,3.0,5
2005-2006,Highest Loss %,Dunfermline,19,1,Win,2.0,1
2005-2006,Highest Loss %,Livingston,19,19,Loss,-10945.0,4181
2005-2006,Highest Loss %,Falkirk,19,7,Win,6.0,13
2005-2006,Highest Win %,Celtic,19,5,Win,3.0,5
2005-2006,Highest Win %,Hibernian,19,2,Win,1.0,1
2005-2006,Highest Win %,Hearts,19,6,Win,4.0,8
2001-2002,Lowest Draw %,Celtic,19,8,Win,9.0,21
2001-2002,Lowest Draw %,Dunfermline,19,1,Win,2.0,1
2001-2002,Lowest Draw %,St Johnstone,19,1,Win,2.0,1
2001-2002,Longest Unbeaten Streak,Livingston,19,8,Win,9.0,21
2001-2002,Longest Unbeaten Streak,Rangers,19,7,Win,6.0,13
2001-2002,Longest Unbeaten Streak,Dundee United,19,9,Win,14.0,34
2001-2002,Highest Loss %,St Johnstone,19,1,Win,2.0,1
2001-2002,Highest Loss %,Dunfermline,19,1,Win,2.0,1
2001-2002,Highest Loss %,Hearts,19,3,Win,2.0,2
2001-2002,Highest Win %,Celtic,19,8,Win,9.0,21
2001-2002,Highest Win %,Rangers,19,7,Win,6.0,13
2001-2002,Highest Win %,Livingston,19,8,Win,9.0,21
